Term,Department,Course,Workload,Rating,Enrollment,Recommendation,Elective,Concentration,Secondary/Citation,Core/GENED,EXPOS,Language,Pre-med
Spring 2019,History,HIST 13X: Europe and its Others: From the Enlightenment to the European Union,6.7,4.0,9,4.0,33,10,0,0,0,0,0
Spring 2019,History,HIST 13Y: World War II Through Soviet Eyes,5.6,4.7,11,4.7,33,44,22,0,0,0,0
Spring 2019,History,HIST 13Z: Liberty and Slavery: The British Empire and the American Revolution,5.5,5.0,2,5.0,0,50,50,0,0,0,0
Spring 2019,History,HIST 1433: History of American Populisms,6.7,4.6,24,4.6,67,53,0,0,0,0,0
Spring 2019,History,"HIST 14I: American Food, A Global History: More Than Just a Meal",3.5,4.3,23,4.3,95,23,5,5,0,0,0
Spring 2019,History,HIST 14K: Oil and Empire,5.8,5.0,14,4.9,73,64,0,0,0,0,0
Spring 2019,History,HIST 1602: Modern China,5.1,4.5,41,4.3,73,39,12,0,0,0,0
Spring 2019,History,"HIST 1905: The Mediated Book: Texts, Writers, and Readers in Early Modern Britain and Early America",5.3,4.0,3,3.7,67,67,0,0,0,0,0
Spring 2019,History,"HIST 1924: Violence, Substances and Mental Illness: African Perspectives",5.1,3.8,19,3.8,71,29,14,7,0,0,0
Spring 2019,History,HIST 1930: Literature and Social History: A View from Brazil,5.4,4.7,10,4.6,57,57,0,0,0,0,0
Spring 2019,History,AFRAMER 199X/HIST 1937: Social Revolutions in Latin America,7.2,4.8,19,4.9,55,36,9,18,0,0,0
Spring 2019,History,"HIST 1949: Race, Gender, and U.S. Militarism",5.6,4.8,13,4.7,54,54,0,0,0,0,0
Spring 2019,History,"HIST 1950: Beyond 'The End of History': Rethinking Europe's Long Twentieth Century, 1900-2018",5.6,4.8,8,4.8,83,33,0,0,0,0,0
Spring 2019,History,HIST 1959: The People’s Republic of China and the World,6.0,4.8,14,4.8,40,80,0,0,0,0,0
Spring 2019,History,HIST 2014: Historiography of the Modern Middle East: Proseminar,9.8,4.8,9,4.6,80,40,0,0,0,0,0
Spring 2019,History,HIST 2060: Topics in High and Late Medieval History: Seminar,8.0,3.5,5,3.0,0,50,0,0,0,0,0
Spring 2019,History,HIST 2272: The Soviet Union: Seminar,12.3,5.0,4,5.0,33,67,0,0,0,0,0
Spring 2019,History,HIST 2350: Research Seminar in the History of Education: Seminar,5.5,5.0,2,5.0,50,50,0,0,0,0,0
Spring 2019,History,HIST 2450: History of Schooling in America: Seminar,8.3,4.0,6,3.8,25,10,0,0,0,0,0
Spring 2019,History,HIST 2511: Rethinking the Archive: Proseminar,7.2,4.2,17,4.4,40,40,0,0,0,0,0
Spring 2019,History,HIST 2525B: Administrating Differences in Latin America: Historical Approaches,4.0,5.0,3,4.0,10,0,0,0,0,0,0
Spring 2019,History,HIST 2651: Japanese History: Seminar,12.5,4.7,4,4.7,33,67,0,0,0,0,0
Spring 2019,History,HIST 2885: Introduction to Archival Research in Ottoman History: Proseminar,15.0,5.0,5,5.0,10,0,0,0,0,0,0
Spring 2019,History,HIST 3920B: Colloquium on Teaching Practices,6.0,1.0,16,5.0,0,50,0,0,0,0,0
Spring 2019,History,HIST 82F: The Origins of the Cold War: The Yalta Conference (1945),6.5,4.4,8,4.3,29,86,0,0,0,0,0
Spring 2019,History,HIST 83C: Care of the Soul,5.0,4.4,6,4.6,40,60,20,0,0,0,0
Spring 2019,History,HIST 89A: British Colonial Violence in the 20th Century,8.2,5.0,6,5.0,60,40,0,0,0,0,0
Spring 2019,History,"HIST 97E: ""What is Imperial History?""",6.5,3.6,14,3.2,8,92,0,0,0,0,0
Spring 2019,History,"HIST 97H: ""What is Urban History?""",6.6,4.0,7,3.4,0,10,0,0,0,0,0
Spring 2019,History,HIST 97I: What is Biography?,8.3,3.6,16,3.3,0,10,0,0,0,0,0
Spring 2019,History,"HIST 97M: ""What is International History?""",10.2,4.4,9,4.2,0,10,0,0,0,0,0
Spring 2019,History,"HIST 97N: ""What is Gender History?""",6.2,4.8,5,4.4,0,80,0,20,0,0,0
Spring 2019,History,HIST 99B: Senior Thesis Tutorial,10.3,3.8,31,4.6,12,10,0,0,0,0,0
Spring 2019,History & Literature,HIST-LIT 90AN: God Save the Queen! Ruling Women from Rome to the Renaissance,3.3,4.4,10,4.3,71,43,0,0,0,0,0
Spring 2019,History & Literature,HIST-LIT 90AT: The Postwar American Road Narrative,5.8,4.8,17,4.8,77,62,0,8,0,0,0
Spring 2019,History & Literature,HIST-LIT 90BO: Sports and Empire,5.0,4.9,12,4.6,80,10,10,0,0,0,0
Spring 2019,History & Literature,HIST-LIT 90CF: The American Prison & The Literature of Punishment,5.8,4.7,13,4.7,25,83,8,0,0,0,0
Spring 2019,History & Literature,"HIST-LIT 90CQ: Afro-Latin American Cultures: Race, Religion, Music, and Literature",4.3,4.8,7,4.8,67,50,50,0,0,0,0
Spring 2019,History & Literature,HIST-LIT 90DJ: From Wounded Knee to Standing Rock: Native America in the Twentieth Century,9.0,4.8,5,4.8,80,20,0,0,0,0,0
Spring 2019,History & Literature,HIST-LIT 90DM: America’s Queer Canon,3.6,4.4,9,4.5,75,38,12,12,0,0,0
Spring 2019,History of Art & Architecture,HAA 100R: Sophomore Excursion Course,3.3,3.1,12,3.6,30,10,0,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 11: Landmarks of World Architecture,2.4,4.1,53,4.4,45,18,5,50,0,0,0
Spring 2019,History of Art & Architecture,HAA 122X: Architecture in the Early Modern Mediterranean World: A Cross-Cultural Perspective,4.0,4.8,11,4.7,83,33,17,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 127M: Medieval Architecture in Greater Iran and Central Asia,5.2,5.0,6,4.8,25,10,0,0,0,0,0
Spring 2019,History of Art & Architecture,"HAA 155V: Making Art in Amsterdam, c. 1645-1675; Rembrandt and his Competitors",3.0,3.8,7,4.2,60,0,40,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 164N: The Motif in Renaissance and Baroque Art of the Italian Peninsula,5.1,4.8,12,4.7,45,9,55,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 168V: The Vatican,5.8,4.6,11,4.9,89,22,0,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 176W: Bauhaus and Harvard: The Making of an Exhibition,6.0,4.2,12,4.2,56,22,11,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 17K: Introduction to Contemporary Art,2.8,2.6,80,2.7,82,12,15,7,0,0,0
Spring 2019,History of Art & Architecture,HAA 17P: Introduction to Contemporary Photography: War and Conflict,3.0,4.2,39,4.3,68,8,24,4,0,0,0
Spring 2019,History of Art & Architecture,HAA 183K: Himalayan Art,4.6,4.1,10,4.1,78,22,22,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 193N: Global Art History,2.0,4.4,6,4.2,80,20,0,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 197: The Imperial Arts of the Inca and the Aztec,1.9,4.0,12,4.1,73,9,27,9,0,0,0
Spring 2019,History of Art & Architecture,HAA 19Z: Introduction to the Arts of Pre-Columbian America,4.0,4.5,5,4.0,10,0,0,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 265R: Topics in Northern Renaissance and Baroque Art,7.0,4.6,7,4.8,80,40,0,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 278K: On Line: Drawing Then and Now,5.8,4.6,13,4.6,56,33,0,0,0,0,0
Spring 2019,History of Art & Architecture,"HAA 278W: Photography in Weimar Germany, and in Exile, 1919-1959",5.7,4.7,6,5.0,25,50,0,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 279P: The Object in the Art Museum,7.5,3.2,10,3.1,60,20,0,10,0,0,0
Spring 2019,History of Art & Architecture,HAA 286S: The Shoso-in Treasury,6.0,4.2,12,4.2,58,42,8,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 56G: Spanish Golden Age Painting: Truth and Deceit,3.8,4.4,12,4.3,71,29,0,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 83: Buddhist Monuments,4.3,4.4,17,4.2,67,50,8,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 96A: Architecture Studio I: Transformations,11.3,4.0,10,3.9,0,10,0,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 96B: Architecture Studio II: Connections,8.8,4.6,8,5.0,40,40,40,20,0,0,0
Spring 2019,History of Art & Architecture,HAA 97R: Sophomore Methods Tutorial,5.9,3.4,12,3.6,0,10,0,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 98BR: Junior Group Tutorial,3.0,4.4,8,4.4,20,10,0,0,0,0,0
Spring 2019,History of Art & Architecture,HAA 99B: Tutorial - Senior Year,11.0,4.7,9,4.5,0,86,0,0,0,0,0
Spring 2019,History of Science,"HISTSCI 117: Inventing Science: Stars, Bodies, Books, and Beasts, 1500-1700",4.7,5.0,10,4.8,56,44,22,0,0,0,0
Spring 2019,History of Science,HISTSCI 128: The Century of Physics,4.2,4.9,24,4.9,48,10,19,29,0,0,0
Spring 2019,History of Science,HISTSCI 136: History of Biotechnology,3.0,4.1,71,4.0,56,24,14,12,0,0,0
Spring 2019,History of Science,HISTSCI 137: Animals in History,3.3,4.3,38,4.4,79,29,14,4,0,0,0
Spring 2019,History of Science,HISTSCI 139V: Ecological Visions of Health and Disease,5.0,4.4,9,4.6,57,57,0,0,0,0,0
Spring 2019,History of Science,"HISTSCI 140: The Border: Race, Politics, and Health in Modern Mexico",3.4,4.6,52,4.6,68,36,19,9,0,0,0
Spring 2019,History of Science,HISTSCI 146: (How) Does Medicine Work?,5.5,4.5,21,4.3,59,29,6,6,0,0,0
Spring 2019,History of Science,"HISTSCI 146V: Bodies in Flux: Medicine, Gender, and Sexuality in the Modern Middle East",4.5,4.2,33,4.2,50,31,38,0,0,0,0
Spring 2019,History of Science,HISTSCI 176V: Mind and Brain: Themes in the History of Neuroscience,4.6,4.7,31,4.6,54,38,15,4,0,0,0
Spring 2019,History of Science,"HISTSCI 177V: The Sciences of Memory, Lies, and Pain",4.5,4.2,15,4.5,46,62,8,0,0,0,0
Spring 2019,History of Science,HISTSCI 187: History of Information,6.6,4.8,7,4.4,60,40,0,0,0,0,0
Spring 2019,History of Science,HISTSCI 188V: Data and Democracy,4.0,4.4,23,4.6,83,17,0,6,0,0,0
Spring 2019,History of Science,HISTSCI 189: The World We Made: Technology and Society,3.1,4.1,258,4.2,80,10,0,11,0,0,0
Spring 2019,History of Science,HISTSCI 194: Scientific Sites,6.0,3.7,7,4.0,25,25,25,0,0,0,0
Spring 2019,History of Science,"HISTSCI 203: Communities of Knowledge: Science, Religion and Culture in Medieval Europe and Islam",4.2,4.5,10,4.2,25,75,0,0,0,0,0
Spring 2019,History of Science,HISTSCI 210B: Theories and Methods in the History of Science and Religion,3.0,5.0,4,5.0,10,0,0,0,0,0,0
Spring 2019,History of Science,HISTSCI 219: Critical Approaches to the Study of Science and Religion,4.2,4.5,4,4.8,75,25,25,0,0,0,0
Spring 2019,History of Science,HISTSCI 226: Science in the Cold War,7.3,4.7,6,4.0,67,33,0,0,0,0,0
Spring 2019,History of Science,HISTSCI 252: Sciences of History,13.0,5.0,4,5.0,10,0,0,0,0,0,0
Spring 2019,History of Science,HISTSCI 283: Sources and Methods in the History of Technology,6.2,4.5,5,4.2,25,50,0,0,0,0,0
Spring 2019,History of Science,HISTSCI 303B: Research Methods and Practices in the History of Science,5.0,4.0,9,4.0,0,50,0,0,0,0,0
Spring 2019,History of Science,HISTSCI 97: Tutorial - Sophomore Year,3.6,4.5,52,4.5,0,10,0,0,0,0,0
Spring 2019,History of Science,HISTSCI 99B: Tutorial - Senior Year,13.8,4.4,25,4.4,22,10,0,0,0,0,0
Spring 2019,Human Evolutionary Biology,HEB 1210: Research in Human Biomechanics and Physiology,7.0,5.0,3,4.5,50,50,0,0,0,0,0
Spring 2019,Human Evolutionary Biology,HEB 1330: Primate Social Behavior,3.1,4.2,14,3.8,55,73,0,0,0,0,0
Spring 2019,Human Evolutionary Biology,HEB 1361: Hormones and Life History Physiology,3.7,3.9,8,4.3,71,29,0,0,0,0,0
Spring 2019,Human Evolutionary Biology,HEB 1373: Explaining Beauty: The Hidden Functions Behind Aesthetics,3.1,4.7,18,4.8,64,57,0,0,0,0,0
Spring 2019,Human Evolutionary Biology,HEB 1386: Human Evolution & Human Health,3.0,4.6,34,4.6,27,67,13,3,0,0,0
Spring 2019,Human Evolutionary Biology,HEB 1389: Coming of Age on Planet Earth,3.8,4.3,17,4.1,93,43,0,0,0,0,0
Spring 2019,Human Evolutionary Biology,"HEB 1401: Kinship, Conflict, & Behavior",5.8,3.5,5,3.2,50,75,25,0,0,0,0
Spring 2019,Human Evolutionary Biology,"HEB 1407: The Environment: Health, Human Impacts, and Evolution",2.8,4.5,8,4.7,33,83,0,0,0,0,0
Spring 2019,Human Evolutionary Biology,HEB 1412: Human Energetics,5.6,4.6,11,4.6,56,67,0,0,0,0,0
Spring 2019,Human Evolutionary Biology,HEB 1420: Human Evolutionary Anatomy,6.8,3.9,10,3.9,14,14,0,0,0,0,86
Spring 2019,Human Evolutionary Biology,HEB 1610: Genes and Human Adaptations,4.7,4.6,7,4.9,29,86,14,0,0,0,0
Spring 2019,Human Evolutionary Biology,HEB 1700: Human Evolutionary Biology in Society,4.4,4.5,14,4.6,58,75,8,0,0,0,0
Spring 2019,Human Evolutionary Biology,HEB 3200: Graduate Seminar in Human Evolutionary Biology,7.0,5.0,3,5.0,0,10,0,0,0,0,0
Spring 2019,Human Evolutionary Biology,HEB 97: Sophomore Tutorial in Human Evolutionary Biology,4.9,3.9,32,4.0,0,10,0,0,0,0,0
Spring 2019,Humanities,HUMAN 10B: A Humanities Colloquium: From Joyce to Homer,7.7,4.0,82,4.0,52,13,1,49,82,0,1
Spring 2019,Linguistics,LING 101: The Science of Language: An Introduction,2.8,4.2,19,4.0,76,18,18,12,0,0,0
Spring 2019,Linguistics,LING 102: Sentence Structure,5.3,1.7,9,1.7,29,71,14,0,0,0,0
Spring 2019,Linguistics,LING 106: Knowledge of Meaning,4.1,3.8,54,3.9,52,35,17,15,0,0,0
Spring 2019,Linguistics,LING 107: Introduction to Indo-European,5.0,4.4,25,4.4,60,30,30,0,0,0,0
Spring 2019,Linguistics,LING 117R: Linguistic Field Methods,9.0,4.5,7,4.5,0,75,0,0,0,0,0
Spring 2019,Linguistics,LING 147: Semantics of Questions,6.0,4.0,6,4.0,10,0,33,0,0,0,0
Spring 2019,Linguistics,LING 174: Tense and Aspect in Japanese,2.5,4.2,5,3.8,75,50,0,25,0,0,0
Spring 2019,Linguistics,LING 204R: Topics in Syntax,6.2,5.0,6,4.2,80,20,0,0,0,0,0
Spring 2019,Linguistics,LING 212: Syntactic Theory II,4.3,4.7,5,4.3,33,67,33,0,0,0,0
Spring 2019,Linguistics,LING 215: Phonological Theory II,4.7,4.5,6,3.8,25,10,0,0,0,0,0
Spring 2019,Linguistics,LING 216: Semantic Theory II,8.5,3.5,4,4.5,0,10,0,0,0,0,0
Spring 2019,Linguistics,LING 220AR: Advanced Indo-European,5.3,5.0,3,4.3,10,33,0,0,0,0,0
Spring 2019,Linguistics,LING 302R: Independent Research,10.0,5.0,12,5.0,10,0,0,0,0,0,0
Spring 2019,Linguistics,LING 302T: Time Teaching,None,None,8,5.0,None,None,None,None,None,None,None
Spring 2019,Linguistics,LING 73B: Beginning American Sign Language II,2.1,4.6,9,4.6,88,12,62,0,0,38,0
Spring 2019,Linguistics,LING 73D: Beginning ASL IV,3.0,5.0,6,5.0,60,0,60,0,0,20,0
Spring 2019,Linguistics,LING 97R: Group Tutorial - Sophomore Year,2.6,3.9,9,3.6,11,89,0,0,0,0,0
Spring 2019,Linguistics,LING 99B: Tutorial - Senior Year,9.7,2.8,9,2.8,25,88,0,0,0,0,0
Spring 2019,Mathematics,MATH 102: Much Ado About Everything: The Mathematics of Leonhard Euler,4.4,4.6,32,4.4,41,67,0,4,0,0,0
Spring 2019,Mathematics,MATH 110: Vector Space Methods for Differential Equations,7.3,4.1,17,3.6,35,71,0,0,0,0,0
Spring 2019,Mathematics,MATH 112: Introductory Real Analysis,10.8,4.2,64,3.9,33,58,7,0,0,0,0
Spring 2019,Mathematics,MATH 113: Complex Analysis,14.3,5.0,7,4.9,43,71,0,0,0,0,0
Spring 2019,Mathematics,MATH 117: Probability and Random Processes with Economic Applications,6.4,4.1,13,4.0,25,75,12,0,0,0,0
Spring 2019,Mathematics,MATH 118R: Dynamical Systems,7.9,4.5,42,4.2,29,80,9,0,0,0,0
Spring 2019,Mathematics,MATH 123: Algebra II: Theory of Rings and Fields,9.0,4.1,35,4.1,19,90,3,0,0,0,0
Spring 2019,Mathematics,MATH 129: Number Fields,5.2,4.0,14,3.8,33,75,0,0,8,0,0
Spring 2019,Mathematics,MATH 130: Classical Geometry,7.7,3.6,21,3.6,0,80,15,0,0,0,0
Spring 2019,Mathematics,MATH 132: Differential Topology,17.8,3.6,27,3.4,28,84,0,0,4,4,0
Spring 2019,Mathematics,MATH 137: Algebraic Geometry,8.0,4.6,18,4.2,47,94,0,0,0,0,0
Spring 2019,Mathematics,MATH 154: Probability Theory,9.5,5.0,4,5.0,0,10,0,0,0,0,0
Spring 2019,Mathematics,MATH 155R: Combinatorics,5.6,4.8,18,4.8,65,59,0,0,0,0,0
Spring 2019,Mathematics,MATH 157: Mathematics in the World,6.6,4.4,67,4.3,63,26,14,0,0,0,0
Spring 2019,Mathematics,"MATH 19B: Linear Algebra, Probability, and Statistics for the Life Sciences",10.6,4.6,9,4.3,22,56,11,0,0,0,33
Spring 2019,Mathematics,MATH 1A: Introduction to Calculus,8.7,4.0,19,3.9,7,93,0,29,0,0,7
Spring 2019,Mathematics,"MATH 1B: Calculus, Series, and Differential Equations",None,None,125,3.9,6,84,4,9,0,0,19
Spring 2019,Mathematics,MATH 212BR: Advanced Real Analysis,6.5,5.0,7,5.0,0,10,0,0,0,0,0
Spring 2019,Mathematics,MATH 213BR: Riemann Surfaces,11.3,5.0,28,4.8,50,50,0,0,0,0,0
Spring 2019,Mathematics,MATH 223B: Algebraic Number Theory,7.0,3.5,11,3.5,10,0,0,0,0,0,0
Spring 2019,Mathematics,MATH 229X: Introduction to Analytic Number Theory,90.5,4.5,15,4.3,67,67,0,0,17,33,0
Spring 2019,Mathematics,MATH 22B: Vector Calculus and Linear Algebra II,7.8,3.6,42,3.4,15,90,2,15,0,0,5
Spring 2019,Mathematics,MATH 230BR: Advanced Differential Geometry,,2.0,9,2.0,10,0,0,0,0,0,0
Spring 2019,Mathematics,MATH 231BR: Advanced Algebraic Topology,10.0,4.4,23,4.1,56,89,0,0,0,0,0
Spring 2019,Mathematics,MATH 232BR: Algebraic Geometry II,,2.0,15,2.0,10,0,0,0,0,0,0
Spring 2019,Mathematics,MATH 233BR: Theory of Schemes II,4.3,4.8,27,4.8,50,75,0,0,0,0,0
Spring 2019,Mathematics,MATH 23B: Linear Algebra and Real Analysis II,7.8,3.7,33,3.9,15,89,4,15,0,0,0
Spring 2019,Mathematics,"MATH 23C: Mathematics for Computation, Statistics, and Data Science",9.2,3.0,48,3.2,17,90,14,7,0,0,0
Spring 2019,Mathematics,MATH 243: Evolutionary Dynamics,4.9,4.3,24,4.4,81,25,12,0,0,0,0
Spring 2019,Mathematics,MATH 258: L-Functions and Arithmetic Statistics,4.0,4.3,14,4.3,67,0,0,0,0,0,0
Spring 2019,Mathematics,MATH 25B: Theoretical Linear Algebra and Real Analysis II,15.6,4.6,32,4.4,33,90,7,13,0,0,3
Spring 2019,Mathematics,MATH 263: Algebraic Vector Bundles and Motivic Homotopy Theory,2.5,4.8,37,4.8,50,50,0,0,0,0,0
Spring 2019,Mathematics,MATH 266Y: Topics in Analysis: Matrix Inequalities and Quantum Entropy,2.5,4.7,23,4.7,75,38,0,0,0,0,0
Spring 2019,Mathematics,MATH 269Y: Parabolic Equations on Complex Manifolds,3.0,5.0,10,4.7,33,67,0,0,0,0,0
Spring 2019,Mathematics,MATH 286: Random Matrices and Applications,7.0,4.5,10,4.5,10,50,0,0,0,0,0
Spring 2019,Mathematics,MATH 291: Analytic Methods in Differential Geometry,3.0,3.5,22,3.5,50,50,0,0,0,0,0
Spring 2019,Mathematics,MATH 55B: Studies in Real and Complex analysis,18.1,4.5,45,4.6,39,78,2,12,2,0,0
Spring 2019,Mathematics,MATH 99R: Tutorial,4.8,5.0,12,4.7,67,33,0,0,0,0,0
Spring 2019,Mathematics,MATH ESPB: Emerging Scholars: Problem Solving Exploration,1.6,4.6,21,4.9,10,0,0,0,0,0,0
Spring 2019,Mathematics,MATH MB: Introduction to Functions and Calculus II,None,None,145,4.9,3,77,3,23,0,0,29
Spring 2019,Medical Sciences,BCMP 213: Behavioral Pharmacology,4.2,4.3,7,4.3,50,50,17,0,0,0,0
Spring 2019,Medical Sciences,BCMP 234: Cellular Metabolism and Human Disease,5.1,4.0,20,4.1,42,50,8,0,0,0,0
Spring 2019,Medical Sciences,BCMP 236: Modern Drug Discovery: From Principles to Patients,4.5,2.1,27,2.1,41,59,0,0,0,0,0
Spring 2019,Medical Sciences,BCMP 250: Biophysical and Biochemical Mechanisms of Protein Function,4.0,3.0,13,3.1,15,85,0,0,0,0,0
Spring 2019,Medical Sciences,BCMP 301QC: Translational Pharmacology,9.4,4.0,30,4.0,35,70,5,10,0,0,5
Spring 2019,Medical Sciences,BMIF 333R: Introduction to Research in Bioinformatics and Integrative Genomics,40.0,4.0,11,5.0,0,50,0,0,0,0,0
Spring 2019,Medical Sciences,CELLBIO 201: Principles of Cell Biology,7.7,2.4,48,2.6,10,90,0,0,0,0,0
Spring 2019,Medical Sciences,CELLBIO 207: Vertebrate Developmental and Regenerative Biology,10.0,4.0,7,4.0,10,0,0,0,0,0,0
Spring 2019,Medical Sciences,CELLBIO 212: Biology of the Cancer Cell: From Molecular Mechanisms to Therapeutic Implications,2.2,4.7,16,4.9,86,36,0,0,0,0,0
Spring 2019,Medical Sciences,CELLBIO 301QC: The Epidemiology and Molecular Pathology of Cancer,5.0,5.0,10,5.0,10,14,0,0,0,0,0
Spring 2019,Medical Sciences,CELLBIO 302QC: Advanced Experimental Design for Biologists,3.7,4.5,23,4.6,58,58,0,0,0,0,0
Spring 2019,Medical Sciences,CELLBIO 304QC: Introduction to Human Gross Anatomy,None,None,7,4.6,None,None,None,None,None,None,None
Spring 2019,Medical Sciences,DRB 330QC: Experimental Approaches to Developmental Biology,5.0,4.5,5,5.0,67,0,0,0,0,0,0
Spring 2019,Medical Sciences,GENETIC 216: Advanced Topics in Gene Expression,8.0,5.0,13,4.9,92,8,0,0,0,0,0
Spring 2019,Medical Sciences,GENETIC 228: Genetics in Medicine - From Bench to Bedside,3.2,4.6,37,4.6,74,35,4,0,0,0,0
Spring 2019,Medical Sciences,GENETIC 302QC: Teaching 101: Bringing Effective Teaching Practices to your Classroom,4.1,4.6,8,4.7,10,14,0,0,0,0,0
Spring 2019,Medical Sciences,GENETIC 303QC: Current Tools for Gene Analysis,8.0,3.0,2,4.0,10,0,0,0,0,0,0
Spring 2019,Medical Sciences,GENETIC 390QC: Advanced Experimental Methods: Experimental Approaches in Genetic Analysis,2.5,5.0,6,5.0,80,20,0,0,0,0,0
Spring 2019,Medical Sciences,HBTM 200: Pathology of Human Disease,4.3,4.1,19,4.1,40,60,0,0,0,0,0
Spring 2019,Medical Sciences,IMMUN 202: Immune and Inflammatory Diseases,6.1,2.8,21,2.8,8,85,0,0,0,0,0
Spring 2019,Medical Sciences,IMMUN 204: Critical Readings for Immunology,5.0,4.2,10,4.8,0,80,0,0,0,0,0
Spring 2019,Medical Sciences,IMMUN 301QC: Autoimmunity,3.0,3.0,4,4.0,10,0,0,0,0,0,0
Spring 2019,Medical Sciences,IMMUN 302QC: Clinical Sessions,2.0,2.7,8,2.7,0,10,0,0,0,0,0
Spring 2019,Medical Sciences,"IMMUN 305QC: Neuro-Immunology in Development, Regeneration and Disease",1.8,4.2,17,4.4,10,0,0,0,0,0,0
Spring 2019,Medical Sciences,IMMUN 317QC: Strategies to Achieve Durable Anti-Microbial Host Defense,4.3,4.8,5,4.8,10,0,0,0,0,0,0
Spring 2019,Medical Sciences,MICROBI 201: Molecular Biology of the Bacterial Cell,8.0,4.9,7,4.9,57,71,0,0,0,0,0
Spring 2019,Medical Sciences,"MICROBI 210: Microbial Sciences: Chemistry, Ecology, and Evolution",3.3,3.8,8,4.0,10,0,17,0,0,0,0
Spring 2019,Medical Sciences,MICROBI 213: Social Issues in Biology,6.4,4.5,15,4.6,10,0,0,0,0,0,0
Spring 2019,Medical Sciences,MICROBI 302QC: Introduction to Infectious Disease Research: Infectious Diseases Consortium Boot Camp,3.5,4.4,12,4.2,89,0,0,0,0,0,0
Spring 2019,Medical Sciences,MICROBI 360QC: The Human Microbiome: Comprehensive experimental design and methodologies,6.7,4.7,6,4.3,10,0,0,0,0,0,0
Spring 2019,Medical Sciences,NEUROBIO 215B: The Discipline of Neuroscience,8.2,3.9,23,4.1,7,79,0,0,0,0,0
Spring 2019,Medical Sciences,SHBT 202: Clinical Aspects of Speech and Hearing,2.3,3.6,8,3.0,0,10,0,0,0,0,0
Spring 2019,Medical Sciences,SHBT 203: Anatomy of Speech and Hearing,30.0,4.2,7,4.5,0,80,0,0,0,0,0
Spring 2019,Medical Sciences,"SHBT 205: Audition: Neural Mechanisms, Perception and Cognition",9.2,3.3,8,3.5,0,10,0,0,0,0,0
Spring 2019,Medical Sciences,VIROLOGY 201: Virology,4.4,3.6,11,4.0,0,10,0,0,0,0,0
Spring 2019,Medical Sciences,VIROLOGY 301QC: Advanced Topics in Virology - Viral Oncology,3.3,4.4,12,4.3,0,10,0,0,0,0,0
Spring 2019,Medieval Studies,MEDVLSTD 250: At Cross Purposes: The Crusades in Material Culture,8.0,4.7,9,4.8,50,17,17,0,0,0,0
Spring 2019,Middle Eastern Studies,MES 299B: Master's Thesis - Middle Eastern Studies,9.0,4.3,11,4.4,57,43,0,0,14,0,0
Spring 2019,"Mind, Brain & Behavior",MBB 980B: Exploring Addiction,4.6,4.2,8,4.4,67,0,0,17,0,0,0
Spring 2019,"Mind, Brain & Behavior",MBB 980H: What Disease Teaches about Cognition,1.7,3.9,12,4.1,57,57,14,0,0,0,0
Spring 2019,"Mind, Brain & Behavior",MBB 980K: Fighting Cancer with the Mind,3.3,4.4,13,4.7,83,17,8,0,0,0,0
Spring 2019,"Mind, Brain & Behavior",MBB 980M: Functional Neuroimaging of Psychiatric Disorders: Insights into the Human Brain-Mind,3.5,4.6,15,4.8,50,43,29,0,0,0,0
Spring 2019,"Mind, Brain & Behavior","MBB 980R: Psychopaths and Psychopathy: Psychological, Neuroscientific, Legal, and Policy Issues",2.8,4.8,17,4.8,64,43,14,0,0,0,0
Spring 2019,"Mind, Brain & Behavior",MBB 980S: Cognitive Neuroscience of Meditation,3.5,4.0,15,4.4,62,25,12,12,0,0,0
Spring 2019,Molecular & Cellular Biology,LIFESCI 100/MCB 100: Experimental Research in the Life Sciences,7.1,4.4,18,4.0,29,79,0,0,0,0,14
Spring 2019,Molecular & Cellular Biology,"LIFESCI 1B: An Integrated Introduction to the Life Sciences: Genetics, Genomics, and Evolution",6.1,3.8,432,3.8,6,76,4,11,0,0,67
Spring 2019,Molecular & Cellular Biology,LIFESCI 50B: Integrated Science,16.1,4.6,25,4.5,30,87,0,39,0,0,48
Spring 2019,Molecular & Cellular Biology,LIFESCI 100/MCB 100: Experimental Research in Molecular and Cellular Biology,7.1,4.4,18,4.0,29,79,0,0,0,0,14
Spring 2019,Molecular & Cellular Biology,MCB 105: Systems Neuroscience,5.6,4.0,13,4.0,27,82,0,0,0,0,0
Spring 2019,Molecular & Cellular Biology,MCB 111: Mathematics in Biology,10.9,2.8,33,2.8,12,88,0,0,0,0,0
