Term,Department,Course,Workload,Rating,Enrollment,Recommendation,Elective,Concentration,Secondary/Citation,Core/GENED,EXPOS,Language,Pre-med
Spring 2019,Computer Science,COMPSCI 229CR: High Dimensional Probability,6.4,4.4,31,4.5,65,45,5,0,0,0,0
Spring 2019,Computer Science,COMPSCI 229R: Topics in Theoretical Computer Science: Information Theory in CS,7.1,4.4,43,4.3,56,50,11,0,3,0,0
Spring 2019,Computer Science,COMPSCI 236R: Topics at the Interface between Computer Science and Economics,4.8,4.5,28,4.3,45,73,9,0,0,0,0
Spring 2019,Computer Science,COMPSCI 244R: Networks Design Projects,5.0,3.4,12,3.3,60,70,0,0,0,0,0
Spring 2019,Computer Science,COMPSCI 245: Cloud Networking and Computing,7.0,4.7,10,4.2,67,50,0,0,0,0,0
Spring 2019,Computer Science,COMPSCI 252R: Advanced Topics in Programming Languages,6.0,5.0,6,4.7,10,33,33,0,0,0,0
Spring 2019,Computer Science,COMPSCI 260R: Projects and Close Readings in Software Systems,5.8,4.2,18,4.5,54,85,0,0,0,0,0
Spring 2019,Computer Science,COMPSCI 265: Big Data Systems,8.4,4.7,12,4.6,71,71,0,0,0,0,0
Spring 2019,Computer Science,COMPSCI 271: Topics in Data Visualization,9.7,4.2,15,4.1,60,30,20,0,0,0,0
Spring 2019,Computer Science,"STAT 317/COMPSCI 282R: Machine Learning: Advances in Uncertainty Quantification, Structured Prediction, Large-Scale Methods",6.5,4.3,28,4.5,81,19,0,0,0,0,0
Spring 2019,Computer Science,COMPSCI 287R: Machine Learning for Natural Language,18.9,4.5,50,4.6,76,41,3,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 109/ESE 109: Earth Resources and the Environment,3.1,4.3,46,4.2,20,68,15,5,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 133/ESE 133: Atmospheric Chemistry,7.1,4.3,22,4.3,17,67,11,6,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 134: Climate Change Debates: The Reading Course,4.5,4.2,28,4.3,40,40,24,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 230/E-PSCI 139: Paleoclimate as Prologue,4.2,4.3,11,4.0,33,67,11,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 174: Field Experiences in Earth and Planetary Sciences,10.0,4.0,1,5.0,10,10,10,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 228: Topics in Hydrometeorology and Hydroclimatology: Causes and consequences of drought,4.3,5.0,4,5.0,0,10,0,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 230/E-PSCI 139: Paleoclimate as Prologue,4.2,4.3,11,4.0,33,67,11,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 231: Climate Dynamics,6.3,5.0,9,4.7,43,57,0,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 235: Stochastic Methods in Climate Dynamics,1.0,5.0,2,5.0,50,50,0,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 236: Environmental Modeling and Data Analysis,6.9,4.0,13,3.9,33,78,0,0,0,0,0
Spring 2019,Earth & Planetary Sciences,ENG-SCI 237/E-PSCI 237: Planetary Radiation and Climate,9.9,3.9,15,4.1,18,64,9,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 259: Dimensional Analysis and Scaling,2.8,4.5,5,4.0,75,25,0,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 261: Sea Level Change,2.0,4.4,19,4.5,47,59,18,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 52: Global Geophysics: A Primer,4.3,2.8,9,3.2,22,78,22,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 91: Supervised Reading and Research,9.0,5.0,5,4.5,25,75,0,0,0,0,0
Spring 2019,Earth & Planetary Sciences,E-PSCI 99B: Tutorial - Senior Year,15.3,4.0,5,4.0,33,10,0,0,0,0,0
Spring 2019,East Asian Langs & Civ,CHNSE 106B: Introduction to Literary Chinese,4.3,5.0,7,5.0,50,25,25,0,0,0,0
Spring 2019,East Asian Langs & Civ,CHNSE 107B: Intermediate Literary Chinese,6.7,5.0,6,4.8,40,20,20,0,0,40,0
Spring 2019,East Asian Langs & Civ,CHNSE 120B: Intermediate Modern Chinese,5.6,4.7,52,4.7,47,13,45,0,0,21,0
Spring 2019,East Asian Langs & Civ,CHNSE 123XB: Intermediate Modern Chinese for Advanced Beginners,5.8,4.8,43,4.8,89,3,28,0,0,6,0
Spring 2019,East Asian Langs & Civ,CHNSE 130B: Pre-Advanced Modern Chinese,5.9,4.7,43,4.6,43,3,77,0,0,3,0
Spring 2019,East Asian Langs & Civ,CHNSE 130XB: Pre-Advanced Modern Chinese for High-Proficiency Learners,5.5,4.9,24,4.8,63,0,42,0,0,11,0
Spring 2019,East Asian Langs & Civ,CHNSE 140B: Advanced Modern Chinese,6.3,4.8,15,4.8,38,15,38,0,0,8,0
Spring 2019,East Asian Langs & Civ,CHNSE 140XB: Advanced Modern Chinese for High-Proficiency Learners,5.6,4.8,11,4.8,62,12,38,0,0,0,0
Spring 2019,East Asian Langs & Civ,CHNSE 142B: Advanced Conversational Chinese,4.2,4.8,8,5.0,10,0,0,0,0,0,0
Spring 2019,East Asian Langs & Civ,CHNSE 150B: Advanced-High Modern Chinese,4.7,5.0,4,5.0,75,25,50,0,0,0,0
Spring 2019,East Asian Langs & Civ,CHNSE 163: Business Chinese,6.7,4.3,8,4.6,57,29,43,0,0,0,0
Spring 2019,East Asian Langs & Civ,CHNSE BB: Elementary Modern Chinese,7.9,4.7,66,4.4,38,2,38,4,0,46,0
Spring 2019,East Asian Langs & Civ,CHNSHIS 234R: The Historiography of Early Chinese History,6.0,4.7,16,4.6,91,27,9,0,0,0,0
Spring 2019,East Asian Langs & Civ,CHNSLIT 267R: Topics in Tang Literature: Seminar,10.5,5.0,8,4.8,50,67,17,0,0,0,0
Spring 2019,East Asian Langs & Civ,CHNSLIT 272: The Legacy of the May Fourth: A Critical Survey of Modern Chinese Literary Culture,7.0,4.6,10,4.4,60,40,0,0,0,0,0
Spring 2019,East Asian Langs & Civ,EABS 255: Readings on Chinese Religions: Recent Scholarship on Chinese Buddhism and Daoism: Seminar,8.7,5.0,8,4.8,40,80,40,0,0,0,0
Spring 2019,East Asian Langs & Civ,EAFM 127: Frames in Time: Korean Cinema as History and Filmmaking,5.6,4.5,14,4.6,67,33,8,8,0,0,0
Spring 2019,East Asian Langs & Civ,EAFM 220: Topics in Chinese Film and Media Studies: Seminar,4.0,5.0,7,5.0,10,0,0,0,0,0,0
Spring 2019,East Asian Langs & Civ,EASTD 135: Text and Data in the Humanities,6.3,4.2,4,4.5,75,0,0,50,0,0,0
Spring 2019,East Asian Langs & Civ,EASTD 140: Major Religious Texts of East Asia,5.1,5.0,14,5.0,10,10,10,0,0,0,10
Spring 2019,East Asian Langs & Civ,EASTD 196: Political Geography of China,6.5,4.3,13,4.2,58,50,17,0,0,0,0
Spring 2019,East Asian Langs & Civ,EASTD 90R: East Asian Language Tutorials,3.0,4.5,2,5.0,10,0,0,0,0,0,0
Spring 2019,East Asian Langs & Civ,EASTD 97AB: Introduction to the Study of East Asia: Issues and Methods,4.1,3.4,22,3.2,5,30,65,0,0,0,0
Spring 2019,East Asian Langs & Civ,JAPAN 106B: Kambun,,5.0,2,5.0,10,0,0,0,0,0,0
Spring 2019,East Asian Langs & Civ,JAPAN 120B: Intermediate Japanese I,7.3,4.9,21,4.8,62,25,44,0,0,12,0
Spring 2019,East Asian Langs & Civ,JAPAN 130B: Intermediate Japanese II,9.5,3.5,22,3.3,47,13,33,0,0,40,0
Spring 2019,East Asian Langs & Civ,JAPAN 140B: Advanced Modern Japanese,6.8,4.7,9,4.7,57,14,57,0,0,14,0
Spring 2019,East Asian Langs & Civ,JAPAN 150B: Readings and Discussion in Japanese Social Sciences,5.0,4.7,6,4.7,10,33,0,0,0,0,0
Spring 2019,East Asian Langs & Civ,JAPAN 210B: Reading Scholarly Japanese for Students of Chinese and Korean,7.5,4.8,9,4.8,17,67,0,0,0,67,0
Spring 2019,East Asian Langs & Civ,JAPAN BB: Elementary Japanese,7.5,4.9,50,4.7,54,8,26,3,0,23,0
Spring 2019,East Asian Langs & Civ,"JAPNLIT 162: Girl Culture, Media, and Japan",4.0,4.3,23,4.2,72,22,6,0,0,0,0
Spring 2019,East Asian Langs & Civ,JAPNLIT 170: Traditional Japanese Literature: From the Dawn of Writing to the Dawn of Modernity,5.2,4.8,6,4.8,10,17,17,17,0,0,0
Spring 2019,East Asian Langs & Civ,JAPNLIT 281: Medieval Japanese Literature and Culture,6.7,5.0,4,5.0,75,0,0,0,0,0,0
Spring 2019,East Asian Langs & Civ,KOREAN 120B: Intermediate Korean,5.8,4.3,15,4.5,77,8,23,0,0,8,0
Spring 2019,East Asian Langs & Civ,KOREAN 123XB: Intermediate Korean for Advanced Beginners,5.5,4.8,14,4.6,64,0,36,0,0,9,0
Spring 2019,East Asian Langs & Civ,KOREAN 130B: Pre-advanced Korean,5.3,4.3,13,4.6,71,14,29,0,0,14,0
Spring 2019,East Asian Langs & Civ,KOREAN 140B: Advanced Korean,3.3,4.8,5,4.8,75,25,25,0,0,0,0
Spring 2019,East Asian Langs & Civ,KOREAN 150B: Readings in Cultural Studies,3.8,4.2,5,4.2,40,0,40,0,0,20,0
Spring 2019,East Asian Langs & Civ,KOREAN BA: Elementary Korean,4.9,4.9,10,4.7,57,0,0,0,0,43,0
Spring 2019,East Asian Langs & Civ,KOREAN BB: Elementary Korean,5.0,4.7,25,4.8,32,0,21,5,0,47,0
Spring 2019,East Asian Langs & Civ,KORLIT 211: Ideologies of Language in Modern and Contemporary Korea,9.0,4.7,3,4.7,33,67,0,0,0,0,0
Spring 2019,East Asian Langs & Civ,VIETNAM 130B: Advanced Vietnamese,6.0,5.0,2,4.0,10,0,0,0,0,0,0
Spring 2019,East Asian Langs & Civ,VIETNAM 140B: Advanced-High Vietnamese,4.5,5.0,3,4.5,10,0,0,0,0,0,0
Spring 2019,East Asian Langs & Civ,VIETNAM BB: Elementary Vietnamese,6.3,2.0,4,2.3,33,0,0,0,0,67,0
Spring 2019,Economics,ECON 1010A: Intermediate Microeconomics,5.9,3.9,70,3.8,19,44,40,8,0,0,0
Spring 2019,Economics,ECON 1010B: Intermediate Macroeconomics,4.9,3.7,310,3.7,9,63,32,2,0,0,0
Spring 2019,Economics,ECON 1011B: Intermediate Macroeconomics: Advanced,5.9,2.9,95,3.0,8,90,3,0,0,0,0
Spring 2019,Economics,ECON 1025: From Gorbachev to Putin: The Economics and Politics of the Russian Transition,9.7,4.9,15,4.7,62,38,8,0,0,0,0
Spring 2019,Economics,ECON 1033: The Economics of Networks,6.9,4.2,20,4.1,69,31,6,12,0,0,0
Spring 2019,Economics,ECON 1042: Sports Economics,3.2,4.1,42,4.4,59,50,0,0,0,0,0
Spring 2019,Economics,"ECON 1050: Strategy, Conflict, and Cooperation",4.8,3.5,22,3.5,50,35,15,0,0,0,0
Spring 2019,Economics,ECON 1078: Analyzing Education Policy,3.3,4.7,15,4.5,38,46,23,0,0,0,0
Spring 2019,Economics,"ECON 1083: Growth, Inequality, and the Income of Households",3.6,4.2,12,4.0,56,22,22,0,0,0,0
Spring 2019,Economics,ECON 10B: Principles of Economics,6.5,3.3,459,3.5,22,62,25,16,0,0,0
Spring 2019,Economics,ECON 1123: Introduction to Econometrics,6.9,3.5,97,3.5,10,88,3,3,0,0,0
Spring 2019,Economics,ECON 1152: Using Big Data to Solve Economic and Social Problems,4.4,4.1,361,4.2,54,41,19,8,0,0,0
Spring 2019,Economics,ECON 1310: The Economy of China,3.0,3.4,67,3.5,29,44,23,6,0,0,0
Spring 2019,Economics,ECON 1393: Poverty and Development,5.4,4.9,19,4.9,50,69,0,0,0,0,0
Spring 2019,Economics,ECON 1425: Political Economics,6.5,4.8,19,4.8,65,53,12,0,0,0,0
Spring 2019,Economics,ECON 1435: Macroeconomic Policy in the Global Economy,3.2,4.1,37,3.9,28,86,3,0,0,0,0
Spring 2019,Economics,ECON 1640: Industrial Organization: Theory and Applications,5.1,4.4,25,4.4,44,61,6,0,0,0,0
Spring 2019,Economics,ECON 1661: Economics of Climate Change and Environmental Policy,4.2,4.2,49,4.0,36,58,24,0,0,0,0
Spring 2019,Economics,ECON 1745: Corporate Finance,4.6,4.1,78,4.1,46,44,11,2,0,0,0
Spring 2019,Economics,ECON 1746: The Financial Crisis and the Great Recession,3.7,4.3,85,4.3,38,60,10,1,0,0,0
Spring 2019,Economics,ECON 1800: The Economics of Cities,4.9,4.0,112,4.1,58,38,23,2,0,0,0
Spring 2019,Economics,ECON 1818: Economics of Discontinuous Change,1.9,3.8,14,3.6,23,92,0,8,0,0,0
Spring 2019,Economics,ECON 2010B: Economic Theory,8.2,3.7,37,3.8,3,86,3,0,0,0,0
Spring 2019,Economics,ECON 2010D: Economic Theory,10.0,4.2,36,4.0,0,92,0,0,0,0,0
Spring 2019,Economics,ECON 2020B: Microeconomic Theory II,9.4,2.3,41,2.5,24,84,0,0,0,0,0
Spring 2019,Economics,ECON 2030: Psychology and Economics,5.1,4.3,19,4.2,77,23,0,0,0,0,0
Spring 2019,Economics,ECON 2042: Experimental Methods in the Social Sciences,6.3,4.0,6,4.0,33,67,33,0,0,0,0
Spring 2019,Economics,ECON 2052: Game Theory I: Equilibrium Theory,11.2,4.1,11,4.2,25,38,0,0,0,0,0
Spring 2019,Economics,ECON 2115: Econometric Methods II,8.1,4.2,40,4.3,44,56,0,0,0,0,0
Spring 2019,Economics,ECON 2140: Econometric Methods,9.8,4.5,48,4.5,11,87,0,0,0,0,0
Spring 2019,Economics,ECON 2148: Topics in Econometrics,6.2,4.2,6,4.5,25,50,0,0,0,0,0
Spring 2019,Economics,ECON 2149: Computational Economics,2.5,5.0,5,4.0,0,10,0,0,0,0,0
Spring 2019,Economics,ECON 2330: History and Human Capital,5.7,4.5,31,4.4,35,76,0,0,0,0,0
Spring 2019,Economics,ECON 2338: Behavioral Development Economics,8.4,4.5,14,4.7,73,27,0,0,0,0,0
Spring 2019,Economics,ECON 2360: The Microeconomics of Development,12.0,4.5,9,4.7,83,17,0,0,0,0,0
Spring 2019,Economics,ECON 2392: The Political Economy of Economic Development,7.3,4.4,12,4.4,64,36,0,0,9,0,0
Spring 2019,Economics,ECON 2416: Advanced Topics in Empirical Macroeconomics,7.6,4.9,9,4.6,29,57,0,0,0,0,0
Spring 2019,Economics,ECON 2450B: Public Economics and Fiscal Policy II,4.5,4.7,16,4.8,0,80,10,0,0,0,0
Spring 2019,Economics,ECON 2465: Health Economics,8.3,5.0,13,5.0,14,86,0,0,0,0,0
Spring 2019,Economics,"ECON 2532: Advanced Topics in International Macroeconomics, and Finance",7.4,4.6,14,4.6,55,55,0,0,0,0,0
Spring 2019,Economics,ECON 2535: Advanced Topics in International Trade,16.0,5.0,4,5.0,0,10,0,0,0,0,0
Spring 2019,Economics,ECON 2611: Industrial Organization II,26.2,4.5,13,4.8,14,57,0,0,0,0,0
Spring 2019,Economics,ECON 2726: Theoretical and Empirical Perspective on Entrepreneurship: Economics and Finance,4.0,4.6,22,4.3,50,33,17,0,0,0,0
Spring 2019,Economics,ECON 2727: Empirical Methods in Financial Economics,6.5,5.0,13,5.0,80,20,0,0,0,0,0
Spring 2019,Economics,ECON 2728: Behavioral Finance,8.1,4.1,10,3.9,75,25,12,0,0,0,0
Spring 2019,Economics,ECON 2903: Early-Stage Research and Discussions on Econometrics,2.0,5.0,13,5.0,10,0,0,0,0,0,0
Spring 2019,Economics,ECON 2906: Early Stage Research and Discussions on Macroeconomics,,5.0,10,5.0,10,0,0,0,0,0,0
Spring 2019,Economics,ECON 2910: Early Stage Research and Discussions on Political Economy and Culture,1.5,4.3,12,4.7,75,0,0,0,0,0,0
Spring 2019,Economics,ECON 2912: Early-Stage Research and Discussions on Labor Economics,,5.0,16,,0,0,0,0,0,0,0
Spring 2019,Economics,ECON 3000: TIME,1.0,5.0,122,5.0,33,22,0,0,0,0,0
Spring 2019,Economics,ECON 3001: Graduate Student Workshop in Behavior in Games and Markets,15.0,5.0,6,5.0,10,0,0,0,0,0,0
Spring 2019,Economics,ECON 3010: Graduate Student Workshop in Political Economy and Culture,,5.0,8,4.0,0,10,0,0,0,0,0
Spring 2019,Economics,ECON 3118: Seminar in Economics of Science and Engineering,2.5,5.0,8,4.8,71,29,0,0,0,0,0
Spring 2019,Economics,ECON 910R: Supervised Reading and Research,7.4,5.0,11,5.0,67,0,0,0,0,0,0
Spring 2019,Economics,ECON 980AA: The Rise of Asia and the World Economy,5.6,4.6,12,4.6,44,67,11,0,0,0,0
Spring 2019,Economics,ECON 980B: Education in the Economy,4.2,4.6,14,4.2,42,75,8,0,0,0,0
Spring 2019,Economics,ECON 980EE: The Behavioral Economics of Poverty and Development,5.2,4.5,18,4.7,40,67,0,0,0,0,0
Spring 2019,Economics,ECON 980W: Policy Options in Health Economics,2.9,4.5,11,4.6,36,73,0,0,0,0,0
Spring 2019,Economics,ECON 980Z: Behavioral Finance,5.9,4.9,17,4.8,53,80,0,0,0,0,0
Spring 2019,Economics,ECON 980ZZ: Empirical Research on Economic Inequality,5.2,3.6,9,3.0,43,71,0,0,0,0,0
Spring 2019,Economics,"ECON 985AB: Research in Macroeconomics, International Economics, Finance, and Theory",13.4,3.8,9,3.9,33,78,0,11,0,0,0
Spring 2019,Economics,"ECON 985BB: Research in Political Economy, Development, and Econometrics",17.0,4.6,10,4.5,0,10,0,0,0,0,0
Spring 2019,Economics,"ECON 985CB: Research in Social Economics, Labor Economics, and Applied Microeconomics",10.0,4.6,7,4.4,20,10,0,0,0,0,0
Spring 2019,Economics,"ECON 985DB: Research in International Trade, Urban Economics, and Economic Growth",9.1,4.8,10,4.5,0,78,0,11,0,0,0
Spring 2019,Economics,"ECON 985RB: Research in Public Economics, Health, and Education",12.3,5.0,11,4.8,11,78,0,0,0,0,0
Spring 2019,Economics,"ECON 985WB: Research in Labor Economics, Law, Public Policy, and Applied Microeconomics",12.0,4.5,11,4.8,30,10,0,0,0,0,0
Spring 2019,Engineering Sciences,APMTH 115/ENG-SCI 115: Mathematical Modeling,5.8,4.0,48,3.9,19,81,5,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 120: Introduction to the Mechanics of Solids,9.3,3.8,32,3.5,11,93,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 123: Introduction to Fluid Mechanics and Transport Processes,11.4,4.3,68,4.1,2,96,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 128: Computational Solid and Structural Mechanics,12.6,4.8,19,4.8,71,36,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 150: Probability with Engineering Applications,14.5,4.7,18,4.6,7,10,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 151: Applied Electromagnetism,4.8,4.3,15,4.4,46,69,0,0,0,0,0
Spring 2019,Engineering Sciences,PHYSICS 123/ENG-SCI 153: Laboratory Electronics,14.4,4.6,6,4.8,40,80,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 156: Signals and Communications,9.2,4.4,21,3.9,15,85,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 170: Engineering Quantum Mechanics,4.4,3.5,32,3.6,71,33,0,4,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 177: Microfabrication Laboratory,4.2,4.2,11,4.0,33,10,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 183: Introduction to Heat Transfer,6.7,1.8,21,1.7,0,10,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 201/APMTH 231: Decision Theory,8.5,3.8,69,3.8,69,35,2,0,0,2,0
Spring 2019,Engineering Sciences,ENG-SCI 22: Design Survivor: Experiential Lessons in Designing for Desirability,4.8,3.5,14,4.3,75,8,0,8,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 221: Drug Delivery,4.6,4.1,23,4.0,78,56,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 229/ENG-SCI 231: Survey of Energy Technology,10.1,4.3,12,4.4,56,44,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 23: The Art & Science of Making,4.6,4.3,19,4.5,10,0,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 230: Advanced Tissue Engineering,6.7,4.5,11,4.3,50,83,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 229/ENG-SCI 231: Energy Technology,10.1,4.3,12,4.4,56,44,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 237/E-PSCI 237: Planetary Radiation and Climate,9.9,3.9,15,4.1,18,64,9,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 24: Flavor Molecules of Food Fermentation: Exploration and Inquiry,2.0,4.9,27,5.0,83,22,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 240: Solid Mechanics,14.1,3.9,8,4.3,43,71,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 256: Informal Robotics/New Paradigms for Design and Construction,22.5,4.0,5,4.0,10,0,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 26: Humanity and its Challenges: Systems Thinking and Approaches,4.3,4.4,16,4.2,86,7,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 277: Microfabrication Laboratory,4.8,4.0,11,4.3,10,29,0,0,0,0,0
Spring 2019,Engineering Sciences,"ENG-SCI 28: Technology, Ethics, and Society",4.7,3.1,21,3.2,82,6,0,24,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 51: Computer-Aided Machine Design,9.4,4.2,26,4.3,29,81,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 54: Electronics for Engineers,11.6,2.0,23,2.3,6,10,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 91HFR: Humanitarian Design Projects,3.1,4.0,18,4.1,82,36,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 95R: Startup R & D,8.2,4.5,33,4.8,90,0,0,0,0,0,0
Spring 2019,Engineering Sciences,ENG-SCI 96: Engineering Problem Solving and Design Project,5.2,2.8,32,2.4,0,10,0,0,0,0,0
Spring 2019,English,ENGLISH 103D: Beowulf and Seamus Heaney,5.6,4.3,12,3.9,10,80,10,0,0,30,0
Spring 2019,English,ENGLISH 110FF: Medieval Fanfiction,4.1,4.9,10,4.9,88,38,0,0,0,0,0
Spring 2019,English,ENGLISH 131P: Milton's Paradise Lost,3.6,4.6,38,4.6,82,12,6,21,0,0,3
Spring 2019,English,ENGLISH 141: When Novels Were New,6.5,4.8,15,4.8,60,40,13,0,0,0,0
Spring 2019,English,ENGLISH 175D: The Rhetoric of Frederick Douglass and Abraham Lincoln,3.6,3.9,39,4.0,70,24,6,3,0,0,6
Spring 2019,English,ENGLISH 176FR: On the Run: Fugitives and Refugees in American Literature,4.8,4.3,21,4.2,63,16,26,5,0,0,5
Spring 2019,English,ENGLISH 178X: The American Novel: Dreiser to the Present,6.9,4.6,53,4.6,67,29,9,38,0,0,7
Spring 2019,English,"ENGLISH 190N: Writing Nature: Creativity, Poetry, Ethics, Science",4.1,3.9,17,4.1,86,14,0,7,0,0,0
Spring 2019,English,ENGLISH 192: Political Theatre and the Structure of Drama,6.4,4.9,10,4.9,88,38,0,12,0,0,0
Spring 2019,English,ENGLISH 210Q: Queer/Medieval,7.6,4.8,9,4.9,10,12,25,0,0,0,0
Spring 2019,English,ENGLISH 223T: Shakespearean Transformations,6.5,4.6,11,4.4,50,88,0,0,0,0,0
Spring 2019,English,ENGLISH 232MP: Metaphysical Poetry: The Seventeenth-Century Lyric and Beyond,4.5,4.8,5,4.6,40,80,0,0,0,0,0
Spring 2019,English,"ENGLISH 276LR: The Long Renaissance: The New Negro and Harlem, 1895-1934",7.8,4.5,10,4.8,50,38,12,0,0,0,12
Spring 2019,English,ENGLISH 278P: Approaches to Postwar Cultural History,4.8,4.7,9,4.7,86,43,14,0,0,0,0
Spring 2019,English,ENGLISH 291DS: Disfluency and Style,4.5,5.0,7,4.3,67,67,33,0,0,0,0
Spring 2019,English,ENGLISH 295M: Media Theory,6.5,4.2,14,4.4,75,25,12,0,0,0,0
Spring 2019,English,ENGLISH 296E: The Literary Essay,9.8,4.8,6,4.6,20,80,0,0,0,0,0
Spring 2019,English,ENGLISH 46: Arrivals: British Literature 700-1700,7.1,3.7,18,3.4,0,94,6,0,0,0,0
Spring 2019,English,ENGLISH 55: Poets: Foundations of Lyric Poetry,6.1,4.3,30,4.4,12,92,0,0,0,0,0
Spring 2019,English,ENGLISH 56: Poets: Lyric and Narrative,3.6,3.4,9,3.0,14,71,0,14,0,0,14
Spring 2019,English,ENGLISH 60A: Migrations: American Horrors,4.7,4.4,23,4.2,10,85,5,0,0,0,0
Spring 2019,English,ENGLISH 63G: Migrations: Gilded Ages,5.7,3.4,20,3.1,27,47,20,0,0,0,0
Spring 2019,English,ENGLISH 90B: James / Baldwin,7.4,4.9,13,5.0,50,62,12,0,0,0,0
Spring 2019,English,ENGLISH 90ES: The Poetry of Elizabeth Bishop and Sylvia Plath,9.0,4.7,14,4.7,55,82,0,0,0,0,0
Spring 2019,English,ENGLISH 90KB: Poems of Seamus Heaney and Thomas Hardy,4.2,4.6,20,4.6,69,31,31,0,0,0,6
Spring 2019,English,ENGLISH 90LG: Introduction to LGBTQ Literature,5.2,4.5,13,4.5,82,36,0,0,0,0,0
Spring 2019,English,ENGLISH 90LV: Consciousness from Austen to Woolf,4.4,4.7,24,4.8,72,39,11,0,0,0,0
Spring 2019,English,ENGLISH 90SR: Shakespeare's Rome,6.1,4.8,18,4.7,38,38,31,0,0,0,0
Spring 2019,English,ENGLISH 98R: Tutorial - Junior Year,None,None,26,4.7,5,10,0,0,0,0,0
